"","loc_name","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53"
"252","Dvuglazka cave l. 4","5.545251176","6.462","3.467562479","5.06460772","4.414395714","4.478814112","4.934670115","6.863413404","5.861922591","4.822769396","4.964066725","5.720159303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Dzhindo","5.861922591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Echenoz-la-Méline","1.755264891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Edar Culebro","6.863413404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Eheliyagoda","5.477121255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","EI Cierro","6.863413404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Elan'","5.861922591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Ellawala","5.477121255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Eloty","6.462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Eltigen","2.263888446","1.601664999","2.545562751","2.257278488","1.322219295","2.536614549","1.307496038","1.866995813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Emirkaya","3.467562479","5.06460772","5.236224847","4.010723865","4.478814112","2.263888446","1.601664999","0.82524298","1.471291711","4.309843005","2.545562751","2.707570176","2.257278488","1.491361694","1.423245874","2.049992857","2.033859172","2.128123527","2.536614549","2.975962695","1.068586965","0.930162369","0.95044952","1.092411352","1.362105319","1.447674741","1.374349801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Ems and Weser deposits","5.127235133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Engorboj","5.545251176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Evron Landfill","5.545251176","5.877515319","4.808717242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Evron Quarry","5.877515319","4.41836179","5.06460772","4.478814112","6.534950727","6.698942155","6.252469704","5.23299992","1.423996363","5.422494304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Fanchang_Renzidong","5.545251176","5.127235133","5.06460772","4.010723865","2.682011997","1.904895788","0.82524298","3.246323129","5.215548844","5.097893912","3.689628467","4.028530061","4.785189885","2.975962695","1.068586965","0.930162369","3.673437655","5.035029282","5.463825937","4.291517031","6.767526899","1.956648579","6.444","3.928721665","1.370142847","1.146128036","0.787991505","4.72347666","4.582000002","0.973127854","1.543240028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Fangshan_Xitaipingdong","3.467562479","5.06460772","4.803821333","3.409943685","2.263888446","1.471291711","3.246323129","2.880098704","1.068586965","3.831814338","4.569666462","4.096413393","2.233037805","1.106592635","1.146128036","0.787991505","2.169674434","2.872097974","1.929418926","1.814247596","3.673437655","2.864748336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Fanxian_Zhangnaodong","3.467562479","6.516806892","4.010723865","6.252469704","5.822276639","4.899145381","5.594013049","5.035029282","4.431313496","4.930496172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Farneta","5.545251176","6.516806892","6.863413404","5.488267847","5.025987739","5.903089987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Fenghuangshan","5.127235133","5.06460772","4.803821333","5.236224847","1.601664999","1.471291711","4.822769396","3.860984746","4.064820998","1.092411352","3.831814338","5.594013049","6.224317157","4.291517031","2.233037805","1.252074109","2.56722248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Fengjie_Xinglongdong","5.127235133","5.06460772","4.803821333","4.779821876","5.236224847","6.516806892","5.215548844","4.028530061","6.252469704","5.822276639","3.831814338","4.899145381","4.527529471","5.035029282","3.756223022","4.291517031","3.633468456","4.023951707","4.881900254","5.118368615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Fengkai_Huangyandong","5.127235133","5.06460772","4.803821333","4.779821876","3.860984746","4.964066725","6.698942155","6.252469704","5.822276639","5.594013049","5.035029282","6.224317157","4.755493728","4.291517031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Fengkai_Tongzhongyan","5.127235133","5.06460772","4.803821333","4.779821876","3.689628467","4.064820998","5.822276639","5.594013049","6.224317157","4.291517031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Figueira Brava","6.863413404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Fonelas","5.545251176","4.41836179","3.467562479","4.414395714","4.803821333","6.516806892","4.859838349","4.010723865","5.215548844","6.863413404","5.097893912","1.491361694","5.167000002","2.128123527","2.049992857","5.488267847","5.118368615","5.398057342","4.057164779","2.128123527","5.025987739","4.785189885","4.677591022","4.669316881","4.903","2.128123527","4.507859918","5.752046872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Fontana Marimenta","6.863413404","2.128123527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Fontana Ranuccio","5.545251176","5.877515319","5.127235133","5.06460772","4.414395714","4.803821333","4.779821876","5.236224847","6.516806892","6.966172178","6.534950727","4.84509804","4.822769396","3.860984746","4.808717242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Fort Aleksandrovskij","6.767526899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Fuente Nueva-3","5.545251176","5.127235133","3.467562479","4.414395714","4.779821876","6.516806892","4.859838349","4.010723865","6.863413404","5.861922591","5.097893912","6.534950727","4.84509804","5.025987739","4.677591022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Funing_Shanyangzhai","5.545251176","4.41836179","5.06460772","5.236224847","4.478814112","2.448448655","3.853853289","4.822769396","4.146128036","5.594013049","4.291517031","4.930496172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Fusui_Nanshandong","5.545251176","5.06460772","4.803821333","4.779821876","3.860984746","4.964066725","6.698942155","4.064820998","6.224317157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Fusui_Yanliang cave","5.097893912","1.491361694","4.785189885","2.560265398","6.224317157","5.583374178","6.444","2.233037805","1.45484486","1.936069996","1.827046017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Fuyun Cave","5.127235133","5.06460772","4.803821333","4.779821876","5.236224847","4.822769396","3.860984746","4.064820998","4.151472001","6.252469704","3.831814338","5.035029282","5.463825937","3.756223022","4.291517031","3.965044635","3.982596832","3.463654136","3.71127352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Għar Dalam","6.534950727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Göcu","2.257278488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Ganga","5.545251176","5.877515319","4.41836179","5.06460772","6.966172178","5.477121255","6.252469704","5.594013049","6.224317157","4.574031268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Gaoping_Juyuandong","5.127235133","4.803821333","5.236224847","5.097893912","4.064820998","6.252469704","4.899145381","5.035029282","5.463825937","6.224317157","6.767526899","5.583374178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Gargas","5.127235133","4.414395714","4.822769396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Geleshan","5.127235133","5.06460772","4.803821333","5.236224847","2.682011997","3.246323129","3.860984746","4.964066725","6.698942155","4.151472001","6.252469704","5.822276639","5.594013049","5.035029282","6.224317157","4.291517031","3.928721665","3.673437655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Genesapati","1.601664999","1.791515212","5.025987739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Gengjiagou","5.545251176","4.41836179","4.414395714","2.448448655","2.880098704","5.861922591","5.488267847","4.585874147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Getahetta","5.477121255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Ghod","5.545251176","5.877515319","5.06460772","4.414395714","6.966172178","5.488267847","5.477121255","6.698942155","5.594013049","4.747056397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Godavari","5.545251176","5.877515319","5.06460772","6.966172178","6.534950727","5.477121255","6.698942155","6.252469704","5.594013049","6.224317157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Gongwangling","5.545251176","5.127235133","5.06460772","4.414395714","4.803821333","4.779821876","5.236224847","6.516806892","4.010723865","2.448448655","2.263888446","1.601664999","1.471291711","5.097893912","2.257278488","1.491361694","5.488267847","4.785189885","4.064820998","6.252469704","5.822276639","4.899145381","4.527529471","5.035029282","5.560967555","5.463825937","4.669316881","2.263888446","2.128123527","1.956648579","6.444","1.423996363","3.919601024","3.284987627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Gontsy","5.127235133","3.467562479","4.414395714","4.803821333","3.409943685","4.934670115","6.863413404","5.861922591","2.545562751","3.695836147","2.257278488","4.057164779","2.536614549","4.230770691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Gorkum","2.583198774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Govtva","1.903546574","2.128123527","2.128123527","1.671599461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Grays Thurrock","5.545251176","5.877515319","5.127235133","3.467562479","5.06460772","4.414395714","4.803821333","4.779821876","6.516806892","4.478814112","1.601664999","0.82524298","6.966172178","4.309843005","5.552665783","2.257278488","1.491361694","4.822769396","3.860984746","5.785647768","4.808717242","1.158362492","1.092411352","1.362105319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Grosse Grotte (Blaubeuren)","5.545251176","6.462","5.127235133","3.467562479","5.06460772","4.414395714","4.447932866","5.236224847","4.859838349","2.682011997","3.409943685","4.934670115","3.246323129","6.863413404","3.689628467","4.822769396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Grotta del Cere","5.127235133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Grotta Pocala","5.127235133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Grotta Puntali","6.966172178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Guanyindong","5.545251176","5.127235133","3.467562479","5.06460772","4.803821333","5.236224847","4.822769396","3.860984746","4.064820998","6.252469704","5.822276639","4.899145381","5.594013049","3.216605694","5.035029282","6.224317157","4.291517031","5.118368615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Guilin_Baojiyan","5.127235133","5.06460772","4.803821333","4.779821876","4.822769396","3.860984746","4.964066725","4.064820998","6.252469704","5.822276639","3.831814338","5.594013049","3.216605694","5.035029282","6.224317157","3.756223022","4.291517031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Gujarat","5.545251176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Gulongshan Cave","5.545251176","6.462","5.877515319","4.41836179","5.127235133","3.467562479","5.06460772","4.414395714","4.803821333","5.236224847","4.010723865","2.682011997","3.409943685","4.478814112","2.448448655","2.263888446","1.601664999","1.471291711","3.853853289","2.880098704","6.863413404","2.545562751","1.491361694","4.057164779","4.822769396","4.151472001","1.068586965","0.930162369","5.594013049","5.560967555","1.179787405","4.669316881","5.897999985","2.233037805","0.787991505","2.382917135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Gunki (Lamane)","3.409943685","2.263888446","1.601664999","1.904895788","0.82524298","4.309843005","2.545562751","2.707570176","2.257278488","2.583198774","2.033859172","1.322219295","1.307496038","1.709120247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Gymnesic islands","4.421899936","5.118368615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Hamzahacili","1.601664999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Hang hum","5.877515319","5.127235133","5.06460772","4.803821333","4.779821876","5.236224847","6.966172178","4.028530061","3.860984746","4.151472001","6.252469704","5.822276639","4.311753861","3.831814338","5.594013049","5.463825937","6.224317157","4.755493728","3.756223022","3.633468456","3.463310554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Hang Hum I","5.127235133","5.06460772","4.803821333","4.779821876","5.236224847","4.822769396","4.028530061","3.860984746","4.064820998","4.151472001","6.252469704","5.822276639","4.311753861","3.831814338","5.594013049","3.216605694","5.463825937","6.224317157","3.756223022","3.29380436","3.633468456","5.118368615","3.463310554","4.171308461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Hang Hum II","5.127235133","5.06460772","4.803821333","4.779821876","5.236224847","6.966172178","3.860984746","4.064820998","4.151472001","6.252469704","5.822276639","4.311753861","3.831814338","5.594013049","3.216605694","6.224317157","4.755493728","3.463310554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Hanzhong_Liangshan","5.06460772","4.803821333","6.252469704","5.594013049","5.035029282","6.224317157","4.291517031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Heshang Cave","5.127235133","4.803821333","5.236224847","6.966172178","4.057164779","4.822769396","3.860984746","4.064820998","6.252469704","5.822276639","3.831814338","5.035029282","6.224317157","4.755493728","4.291517031","4.930496172","3.69019608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Heshun_Dangcheng","5.545251176","6.462","5.877515319","4.41836179","5.127235133","3.467562479","5.06460772","4.414395714","4.803821333","4.779821876","4.010723865","3.409943685","4.478814112","2.448448655","2.880098704","3.695836147","5.785647768","5.728666402","4.569666462","3.216605694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Hexian-longtandong","5.545251176","5.127235133","4.803821333","4.779821876","5.236224847","3.409943685","1.601664999","0.82524298","1.471291711","3.853853289","5.861922591","5.097893912","1.491361694","3.860984746","4.146128036","5.025987739","4.785189885","1.068586965","0.930162369","0.95044952","6.252469704","5.822276639","3.831814338","2.560265398","6.102662456","5.035029282","5.560967555","5.463825937","4.601994842","1.956648579","2.233037805","1.370142847","1.146128036","1.374349801","0.973127854","3.71127352","1.524882727","2.048830087","2.128123527","5.173186268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Hoà Binh","4.755493728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Hofstade I","5.545251176","6.462","5.127235133","3.467562479","4.934670115","6.863413404","4.822769396","5.785647768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
